1625124364.469731000	000153
1625124364.569781000	000154
1625124364.669704000	000155
1625124364.769723000	000156
1625124364.869746000	000157
1625124364.969722000	000158
1625124365.069762000	000159
1625124365.169762000	000160
1625124365.269741000	000161
1625124365.369751000	000162
1625124365.469825000	000163
1625124365.569751000	000164
1625124365.669750000	000165
1625124365.769773000	000166
1625124365.869784000	000167
1625124365.969764000	000168
1625124366.069745000	000169
1625124366.169755000	000170
1625124366.269802000	000171
1625124366.369774000	000172
1625124366.469811000	000173
1625124366.569862000	000174
1625124366.669784000	000175
1625124366.769804000	000176
1625124366.869798000	000177
1625124366.969793000	000178
1625124367.069837000	000179
1625124367.169816000	000180
1625124367.269853000	000181
1625124367.369777000	000182
1625124367.469769000	000183
1625124367.569847000	000184
1625124367.669802000	000185
1625124367.769807000	000186
1625124367.869824000	000187
1625124367.969792000	000188
1625124368.069831000	000189
1625124368.169854000	000190
1625124368.269807000	000191
1625124368.369838000	000192
1625124368.469881000	000193
1625124368.569841000	000194
1625124368.669903000	000195
1625124368.769814000	000196
1625124368.869858000	000197
1625124368.969886000	000198
1625124369.069857000	000199
1625124369.169826000	000200
1625124369.269926000	000201
1625124369.369896000	000202
1625124369.469894000	000203
1625124369.569857000	000204
1625124369.669855000	000205
1625124369.769828000	000206
1625124369.869906000	000207
1625124369.969879000	000208
1625124370.069876000	000209
1625124370.169960000	000210
1625124370.269994000	000211
1625124370.369957000	000212
1625124370.469873000	000213
1625124370.569956000	000214
1625124370.669866000	000215
1625124370.769908000	000216
1625124370.869924000	000217
1625124370.969876000	000218
1625124371.069958000	000219
1625124371.169937000	000220
1625124371.269892000	000221
1625124371.369915000	000222
1625124371.469951000	000223
1625124371.569961000	000224
1625124371.669899000	000225
1625124371.769921000	000226
1625124371.869918000	000227
1625124371.969901000	000228
1625124372.070000000	000229
1625124372.170001000	000230
1625124372.269998000	000231
1625124372.369974000	000232
1625124372.470001000	000233
1625124372.570002000	000234
1625124372.669938000	000235
1625124372.769919000	000236
1625124372.869933000	000237
1625124372.969970000	000238
1625124373.069970000	000239
1625124373.169989000	000240
1625124373.269976000	000241
1625124373.369980000	000242
1625124373.469983000	000243
1625124373.569963000	000244
1625124373.670083000	000245
1625124373.769986000	000246
1625124373.869983000	000247
1625124373.969976000	000248
1625124374.069998000	000249
1625124374.169999000	000250
1625124374.270015000	000251
1625124374.370007000	000252
1625124374.469954000	000253
1625124374.569985000	000254
1625124374.670003000	000255
1625124374.769992000	000256
1625124374.869984000	000257
1625124374.970043000	000258
1625124375.069987000	000259
1625124375.170008000	000260
1625124375.269991000	000261
1625124375.369977000	000262
1625124375.469996000	000263
1625124375.570010000	000264
1625124375.669965000	000265
1625124375.770036000	000266
1625124375.870073000	000267
1625124375.970015000	000268
1625124376.070025000	000269
1625124376.170003000	000270
1625124376.270089000	000271
1625124376.370043000	000272
1625124376.470044000	000273
1625124376.570119000	000274
1625124376.669992000	000275
1625124376.770053000	000276
1625124376.870046000	000277
1625124376.970123000	000278
1625124377.070089000	000279
1625124377.170079000	000280
1625124377.270025000	000281
1625124377.370070000	000282
1625124377.470046000	000283
1625124377.570121000	000284
1625124377.670157000	000285
1625124377.770113000	000286
1625124377.870058000	000287
1625124377.970057000	000288
1625124378.070194000	000289
1625124378.170119000	000290
1625124378.270058000	000291
1625124378.370075000	000292
1625124378.470083000	000293
1625124378.570154000	000294
1625124378.670124000	000295
1625124378.770101000	000296
1625124378.870108000	000297
1625124378.970135000	000298
1625124379.070182000	000299
1625124379.170177000	000300
1625124379.270115000	000301
1625124379.370132000	000302
1625124379.470152000	000303
1625124379.570162000	000304
1625124379.670128000	000305
1625124379.770119000	000306
1625124379.870097000	000307
1625124379.970147000	000308
1625124380.070094000	000309
1625124380.170111000	000310
1625124380.270159000	000311
1625124380.370204000	000312
1625124380.470117000	000313
1625124380.570125000	000314
1625124380.670131000	000315
1625124380.770172000	000316
1625124380.870129000	000317
1625124380.970164000	000318
1625124381.070189000	000319
1625124381.170192000	000320
1625124381.270173000	000321
1625124381.370193000	000322
1625124381.470237000	000323
1625124381.570162000	000324
1625124381.670204000	000325
1625124381.770174000	000326
1625124381.870209000	000327
1625124381.970167000	000328
1625124382.070198000	000329
1625124382.170194000	000330
1625124382.270233000	000331
1625124382.370196000	000332
1625124382.470236000	000333
1625124382.570190000	000334
1625124382.670211000	000335
1625124382.770211000	000336
1625124382.870206000	000337
1625124382.970256000	000338
1625124383.070204000	000339
1625124383.170230000	000340
1625124383.270183000	000341
1625124383.370232000	000342
1625124383.470257000	000343
1625124383.570249000	000344
1625124383.670228000	000345
1625124383.770326000	000346
1625124383.870219000	000347
1625124383.970206000	000348
1625124384.070251000	000349
1625124384.170324000	000350
1625124384.270323000	000351
1625124384.370239000	000352
1625124384.470284000	000353
1625124384.570261000	000354
1625124384.670244000	000355
1625124384.770281000	000356
1625124384.870297000	000357
1625124384.970303000	000358
1625124385.070297000	000359
1625124385.170377000	000360
1625124385.270281000	000361
1625124385.370303000	000362
1625124385.470263000	000363
1625124385.570273000	000364
1625124385.670378000	000365
1625124385.770294000	000366
1625124385.870326000	000367
1625124385.970307000	000368
1625124386.070329000	000369
1625124386.170331000	000370
1625124386.270377000	000371
1625124386.370313000	000372
1625124386.470277000	000373
1625124386.570313000	000374
1625124386.670304000	000375
1625124386.770291000	000376
1625124386.870362000	000377
1625124386.970361000	000378
1625124387.070321000	000379
1625124387.170322000	000380
1625124387.270362000	000381
1625124387.370350000	000382
1625124387.470394000	000383
1625124387.570359000	000384
1625124387.670387000	000385
1625124387.770382000	000386
1625124387.870327000	000387
1625124387.970376000	000388
